File_DB	Language	Corpus	Code	Age(Month)	Sex	Group	Race	SES	Role	Education	Custom_field	Design	Activity	Group...7	Total_Utts	MLU_Utts	MLU_Words	MLU_Morphemes	MLU50_Utts	MLU50_Words	MLU50_Morphemes	FREQ_types	FREQ_tokens	NDW_100	VOCD_D_optimum_average	Verbs_Utt	Word_Errors	Utt_Errors	retracing	repetition	DSS_Utts	DSS	mor_Words	*-PRESP	in	on	*-PL	*-POSS	u-cop	det:art	*-PAST	*-3S	irr-3S	u-aux	c-cop	c-aux	Total_non_zero_mors	participants	Stat
NA	eng	Rice (2010)	NA	4;6 to 4;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	278.1	232	4.28	4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	4;6 to 4;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	77.6	69.8	0.72	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	4;6 to 4;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	284.7	213.2	3.6	3.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	4;6 to 4;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	71.3	63.5	0.62	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	5;0 to 5;5	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	274	223.6	4.38	4.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	5;0 to 5;5	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	62.7	51	0.63	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	5;0 to 5;5	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	292.1	223.1	3.72	4.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	5;0 to 5;5	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	76.2	55.8	0.61	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	5;6 to 5;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	278.2	224	4.47	4.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	5;6 to 5;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	79.9	65	0.61	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	5;6 to 5;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	289	222.5	3.95	4.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	5;6 to 5;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	83.6	64.3	0.6	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	6;0 to 6;5	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	291.2	236.3	4.57	5.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	6;0 to 6;5	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	86.2	72.2	0.66	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	6;0 to 6;5	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	275.7	217.2	3.98	4.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	6;0 to 6;5	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	86.1	68.4	0.7	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	6;6 to 6;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	285.7	228.3	4.7	5.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	6;6 to 6;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	96.6	80.6	0.66	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	6;6 to 6;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	281.2	214.5	4.18	4.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	6;6 to 6;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	97	73.1	0.71	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	7;0 to 7;5	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	275.6	221.5	4.72	5.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	7;0 to 7;5	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	90.3	77.4	0.83	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	7;0 to 7;5	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	277	217.1	4.15	4.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	7;0 to 7;5	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	97.9	77	0.62	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	7;6 to 7;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	271.5	218	4.92	5.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	7;6 to 7;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	94.5	79.3	1.03	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	7;6 to 7;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	280	217.4	4.33	4.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	7;6 to 7;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	89	76.5	0.88	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	8;0 to 8;5	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	278	229.7	5.08	5.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	8;0 to 8;5	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	92.9	81.8	0.84	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	8;0 to 8;5	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	266.1	212.4	4.36	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	8;0 to 8;5	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	91.8	78.5	0.75	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	8;6 to 8;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	280.1	228.2	4.99	5.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	8;6 to 8;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	98.6	80.6	0.71	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Rice (2010)	NA	8;6 to 8;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	289.7	227.9	4.49	4.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mean
NA	eng	Rice (2010)	NA	8;6 to 8;11	NA	SLI	NA	NA	NA	NA	NA	NA	Conversation	NA	93.9	76.9	0.86	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SD
NA	eng	Leadholm Miller 1992	NA	3;0 to 3;11	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	143	100	NA	4.01	NA	NA	NA	NA	364	127	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	8	3	NA	NA	4	3	NA	NA	NA	NA	NA	42	Mean
NA	eng	Leadholm Miller 1992	NA	3;0 to 3;11	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	34	100	NA	0.88	NA	NA	NA	NA	82	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	5	3	NA	NA	4	3	NA	NA	NA	NA	NA	42	SD
NA	eng	Leadholm Miller 1992	NA	4;0 to 4;11	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	121	100	NA	5.23	NA	NA	NA	NA	478	163	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	13	3	NA	NA	6	6	NA	NA	NA	NA	NA	30	Mean
NA	eng	Leadholm Miller 1992	NA	4;0 to 4;11	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	32	100	NA	1.02	NA	NA	NA	NA	94	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	7	3	NA	NA	5	6	NA	NA	NA	NA	NA	30	SD
NA	eng	Leadholm Miller 1992	NA	5;0 to 5;11	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	140	100	NA	6.06	NA	NA	NA	NA	553	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	11	7	NA	NA	8	7	NA	NA	NA	NA	NA	28	Mean
NA	eng	Leadholm Miller 1992	NA	5;0 to 5;11	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	22	100	NA	0.94	NA	NA	NA	NA	91	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	5	5	NA	NA	5	7	NA	NA	NA	NA	NA	28	SD
NA	eng	Leadholm Miller 1992	NA	6;0 to 6;11	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	146	100	NA	6.17	NA	NA	NA	NA	564	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	10	5	NA	NA	11	6	NA	NA	NA	NA	NA	35	Mean
NA	eng	Leadholm Miller 1992	NA	6;0 to 6;11	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	27	100	NA	1.02	NA	NA	NA	NA	112	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	5	4	NA	NA	5	6	NA	NA	NA	NA	NA	35	SD
NA	eng	Leadholm Miller 1992	NA	7;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	154	100	NA	7.32	NA	NA	NA	NA	663	194	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	14	5	NA	NA	12	10	NA	NA	NA	NA	NA	50	Mean
NA	eng	Leadholm Miller 1992	NA	7;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	32	100	NA	1.06	NA	NA	NA	NA	97	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	6	4	NA	NA	7	13	NA	NA	NA	NA	NA	50	SD
NA	eng	Leadholm Miller 1992	NA	9;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	184	100	NA	8.8	NA	NA	NA	NA	800	205	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	17	6	NA	NA	16	10	NA	NA	NA	NA	NA	27	Mean
NA	eng	Leadholm Miller 1992	NA	9;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	35	100	NA	1.64	NA	NA	NA	NA	148	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	6	4	NA	NA	8	11	NA	NA	NA	NA	NA	27	SD
NA	eng	Leadholm Miller 1992	NA	11;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	167	100	NA	9.83	NA	NA	NA	NA	878	253	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	23	2	NA	NA	17	19	NA	NA	NA	NA	NA	27	Mean
NA	eng	Leadholm Miller 1992	NA	11;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	26	100	NA	1.59	NA	NA	NA	NA	138	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	9	2	NA	NA	7	18	NA	NA	NA	NA	NA	27	SD
NA	eng	Leadholm Miller 1992	NA	13;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	200	100	NA	9.32	NA	NA	NA	NA	842	237	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	20	2	NA	NA	14	16	NA	NA	NA	NA	NA	27	Mean
NA	eng	Leadholm Miller 1992	NA	13;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	46	100	NA	1.49	NA	NA	NA	NA	132	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	9	2	NA	NA	6	12	NA	NA	NA	NA	NA	27	SD
NA	eng	Leadholm Miller 1992	NA	3;0 to 3;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	137	100	NA	3.38	NA	NA	NA	NA	310	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	7	1	NA	NA	2	2	NA	NA	NA	NA	NA	42	Mean
NA	eng	Leadholm Miller 1992	NA	3;0 to 3;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	34	100	NA	0.48	NA	NA	NA	NA	118	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	4	2	NA	NA	2	3	NA	NA	NA	NA	NA	42	SD
NA	eng	Leadholm Miller 1992	NA	4;0 to 4;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	138	100	NA	4.22	NA	NA	NA	NA	384	144	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	11	1	NA	NA	2	4	NA	NA	NA	NA	NA	30	Mean
NA	eng	Leadholm Miller 1992	NA	4;0 to 4;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	33	100	NA	1.02	NA	NA	NA	NA	90	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	7	1	NA	NA	2	3	NA	NA	NA	NA	NA	30	SD
NA	eng	Leadholm Miller 1992	NA	5;0 to 5;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	149	100	NA	5.71	NA	NA	NA	NA	520	181	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	15	2	NA	NA	4	7	NA	NA	NA	NA	NA	28	Mean
NA	eng	Leadholm Miller 1992	NA	5;0 to 5;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	27	100	NA	0.91	NA	NA	NA	NA	81	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	8	2	NA	NA	3	5	NA	NA	NA	NA	NA	28	SD
NA	eng	Leadholm Miller 1992	NA	6;0 to 6;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	154	100	NA	5.49	NA	NA	NA	NA	499	177	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	17	2	NA	NA	4	6	NA	NA	NA	NA	NA	35	Mean
NA	eng	Leadholm Miller 1992	NA	6;0 to 6;11	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	33	100	NA	0.97	NA	NA	NA	NA	86	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	8	2	NA	NA	3	5	NA	NA	NA	NA	NA	35	SD
NA	eng	Leadholm Miller 1992	NA	7;0	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	170	100	NA	5.92	NA	NA	NA	NA	540	192	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	17	2	NA	NA	5	6	NA	NA	NA	NA	NA	50	Mean
NA	eng	Leadholm Miller 1992	NA	7;0	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	32	100	NA	0.9	NA	NA	NA	NA	83	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	6	2	NA	NA	3	5	NA	NA	NA	NA	NA	50	SD
NA	eng	Leadholm Miller 1992	NA	9;0	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	181	100	NA	6.5	NA	NA	NA	NA	592	209	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	20	3	NA	NA	4	6	NA	NA	NA	NA	NA	27	Mean
NA	eng	Leadholm Miller 1992	NA	9;0	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	31	100	NA	10.6	NA	NA	NA	NA	95	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	8	2	NA	NA	2	3	NA	NA	NA	NA	NA	27	SD
NA	eng	Leadholm Miller 1992	NA	11;0	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	169	100	NA	7.62	NA	NA	NA	NA	693	229	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	20	5	NA	NA	6	7	NA	NA	NA	NA	NA	27	Mean
NA	eng	Leadholm Miller 1992	NA	11;0	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	38	100	NA	1.94	NA	NA	NA	NA	175	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	7	4	NA	NA	4	5	NA	NA	NA	NA	NA	27	SD
NA	eng	Leadholm Miller 1992	NA	13;0	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	200	100	NA	6.99	NA	NA	NA	NA	637	216	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	19	1	NA	NA	7	5	NA	NA	NA	NA	NA	27	Mean
NA	eng	Leadholm Miller 1992	NA	13;0	NA	TD	NA	NA	NA	NA	NA	NA	Conversation	NA	43	100	NA	1.43	NA	NA	NA	NA	134	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	5	1	NA	NA	3	4	NA	NA	NA	NA	NA	27	SD
